Line,AG_ALARM,AG_CHG,AG_CHG_OK,AG_CONFIDENCE,AG_DEV,AG_DUPLICATES_GROUP,AG_I_TOO_HIGH_ALARM,AG_M_SD_ALARM,AG_M_TOLERANCE_ALARM,AG_M_TOO_HIGH_ALARM,AG_M_TOO_LOW_ALARM,AG_NORMALIZED_IP[0],AG_NORMALIZED_IP[1],AG_NORMALIZED_IP[2],AG_NORMALIZED_IP[3],AG_NORMALIZED_IP[4],AG_NORMALIZED_IP[5],AG_NORMALIZED_IP[6],AG_NORMALIZED_IP[7],AG_NORMALIZED_IP[8],AG_NORMALIZED_IP[9],AG_NORMALIZED_IP[10],AG_NORMALIZED_IP[11],AG_NORMALIZED_IP[12],AG_NORMALIZED_IP[13],AG_NORMALIZED_IP[14],AG_NORMALIZED_IP[15],AG_NORMALIZED_IP[16],AG_NORMALIZED_IP[17],AG_NORMALIZED_IP[18],AG_NORMALIZED_IP[19],AG_RS_TOO_HIGH_ALARM,AG_VALID_WINDOWS_COUNT,AG_VP_TOO_LOW_ALARM,Chg,ColeM,ColeRMS,ColeTau,Date,DayTime,I,IP[0],IP[1],IP[2],IP[3],IP[4],IP[5],IP[6],IP[7],IP[8],IP[9],IP[10],IP[11],IP[12],IP[13],IP[14],IP[15],IP[16],IP[17],IP[18],IP[19],IP_Avg,MF,N,Name,Overload,Q,QC,QC_IP,QC_RES,R1X,R1Y,R1Z,R2X,R2Y,R2Z,ResCalc,ResMeas,RsCheck,RxBat,Sp,Stack,Stn,T1X,T1Y,T1Y_SEQUENCE,T1Z,T2X,T2Y,T2Z,Temp,Time,Topo,TxBat,Type,Vp,X,Y,Z
L44002,0,-1.11116468906403,1,100,0.18369622528553,0,0,0,0,0,0,-1.21907413005829,-1.1845668554306,-1.06245827674866,-1.03079688549042,-1.13831067085266,-1.13710045814514,-0.98633885383606,-1.18182170391083,-1.46927070617676,-1.07684242725372,-1.30212354660034,-1.46495831012726,-1.10176861286163,-1.55222141742706,-1.47854042053223,-1.22966539859772,-0.775526404380798,-0.893623173236847,-1.33840823173523,-1.27260005474091,0,20,0,-1.03572473287582,0,0,0,2023.41095890411,11.8319444444444,2.20000004768372,-2.17691802978516,-1.85088574886322,-1.47563648223877,-1.32153451442719,-1.3391889333725,-1.24956095218658,-1.01684415340424,-1.14739978313446,-1.33570063114166,-0.928312480449677,-1.05863702297211,-1.13562667369843,-0.816124856472015,-1.10086631774902,-1.00580978393555,-0.798484027385712,-0.484703987836838,-0.538327217102051,-0.778144299983978,-0.714943885803223,-1.11368248909712,-1.83845672963499,11.5,W:\P\E710,0,0.117043472826481,1,1,1,4400,-2087.5,,4400,-2050,,605.770302420025,3614.40405273438,0.565186500549316,12.8446283340454,-9.46399402618408,6,-2303.125,4400,-2518.75,-2500,,4400,-2700,,41.6617774963379,2000,,0,0,39.3331413269043,4400,-2303.125,-215.625
L44002,0,-0.811325311660767,1,95,0.328930646181107,0,0,0,0,0,0,-0.614995658397675,-0.716046810150146,-0.519037485122681,-0.526536047458649,-0.814705550670624,-0.668854951858521,-0.839993834495544,-1.13376295566559,-1.32046866416931,-0.540306508541107,-0.915546715259552,-1.16110587120056,-0.949607312679291,-1.50052726268768,-0.725021660327911,-0.599568605422974,-2.11183047294617,-0.209777683019638,-1.31515550613403,-1.50444674491882,0,19,0,-0.757486805319786,0,0,0,2023.41095890411,11.8319444444444,2.20000004768372,-1.09820652008057,-1.11882317066193,-0.720885336399078,-0.675046265125275,-0.958477079868317,-0.735005438327789,-0.865972995758057,-1.10074079036713,-1.20042598247528,-0.465781480073929,-0.744346916675568,-0.900082051753998,-0.70341283082962,-1.06420373916626,-0.493211984634399,-0.389330267906189,-1.31989395618439,-0.126372098922729,-0.764625310897827,-0.845194816589355,-0.814501951634884,-0.786643357696983,12.5,W:\P\E710,0,0.192156657576561,1,1,1,4400,-2050,,4400,-2012.5,,1035.41451620396,6697.30029296875,0.788293361663818,12.8446283340454,1.89071714878082,6,-2284.375,4400,-2518.75,-2500,,4400,-2700,,41.6617774963379,2000,,0,0,57.2653541564941,4400,-2284.375,-234.375
L44002,0,0.389330059289932,1,95,0.264413833618164,0,0,0,0,0,0,0.602094411849976,0.493329644203186,0.575260937213898,0.607239186763763,0.433497935533524,0.454033672809601,0.449121862649918,0.410792529582977,0.148180231451988,0.794593214988709,0.351390868425369,0.191902965307236,0.756639897823334,0.0751192048192024,0.481333702802658,1.02483308315277,0.309302240610123,1.62266337871552,-0.0509114265441895,-0.153698787093163,0,19,0,0.428262424170971,0,0,0,2023.41095890411,11.8319444444444,2.20000004768372,1.07516860961914,0.77082759141922,0.798973500728607,0.778511822223663,0.509997546672821,0.498938083648682,0.463012218475342,0.398827701807022,0.134709298610687,0.684994161128998,0.285683631896973,0.148761987686157,0.56047397851944,0.0532760322093964,0.327437877655029,0.665476024150848,0.193313896656036,0.977508068084717,-0.029599666595459,-0.0863476321101189,0.46049723662436,0.115134341455872,13.5,W:\P\E710,0,0.144260257482529,1,1,1,4400,-2012.5,,4400,-1975,,3999.65145760489,27875.384765625,3.72951483726501,12.8446283340454,-42.1616554260254,6,-2265.625,4400,-2518.75,-2500,,4400,-2700,,41.6617774963379,2000,,0,0,190.677490234375,4400,-2265.625,-253.125
L44002,0,0.645929634571075,1,100,0.287205666303635,0,0,0,0,0,0,0.7341228723526,0.784963428974152,0.858793675899506,0.896185040473938,0.783698201179504,0.805112183094025,0.789280354976654,0.74044132232666,0.454937130212784,1.14581096172333,0.729849219322205,0.515559494495392,1.0770742893219,0.478595614433289,0.631163954734802,0.830683410167694,-0.0767539218068123,1.21074831485748,0.378728240728378,0.121966108679771,0,20,0,0.63653769671917,0,0,0,2023.41095890411,11.8319444444444,2.20000004768372,1.31093370914459,1.22650539875031,1.19276893138886,1.14895522594452,0.921997845172882,0.884738624095917,0.813691079616547,0.718875110149384,0.413579195737839,0.987768113613129,0.593373358249664,0.399658530950546,0.797832787036896,0.339429527521133,0.429363220930099,0.539404809474945,-0.0479712001979351,0.729366481304169,0.220190837979317,0.0685202851891518,0.684449093602598,0.321523825457196,14.5,W:\P\E710,0,0.0708148777484894,1,1,1,4400,-1975,,4400,-1937.5,,2128.76632899392,15902.2080078125,4.54654121398926,12.8446283340454,59.1268463134766,6,-2246.875,4400,-2518.75,-2500,,4400,-2700,,41.6617774963379,2000,,0,0,88.3810501098633,4400,-2246.875,-271.875
L44002,0,1.37810611724854,1,100,0.240089237689972,0,0,0,0,0,0,1.69923079013824,1.6539341211319,1.61819052696228,1.70371687412262,1.5196031332016,1.48647618293762,1.70779371261597,1.49681162834167,1.31796646118164,1.68225932121277,1.2721084356308,1.02379596233368,1.69577169418335,1.3601348400116,1.28612780570984,1.73701703548431,1.15586507320404,1.98547899723053,1.22872412204742,1.0056859254837,0,20,0,1.32911669254303,0,0,0,2023.41095890411,11.8319444444444,2.20000004768372,3.03434062004089,2.58427214622498,2.24748682975769,2.18425250053406,1.78776836395264,1.6334902048111,1.76061201095581,1.45321524143219,1.19815135002136,1.45022356510162,1.03423452377319,0.793640315532684,1.25612711906433,0.964634656906128,0.874916851520538,1.1279331445694,0.722415685653687,1.19607174396515,0.714374482631683,0.564992070198059,1.42915767133236,1.1694655818604,15.5,W:\P\E710,0,0.0606118142604828,1,1,1,4400,-1937.5,,4400,-1900,,1222.06048087267,9740.361328125,0.800047278404236,12.8446283340454,15.9940385818481,6,-2228.125,4400,-2518.75,-2500,,4400,-2700,,41.6617774963379,2000,,0,0,44.5813941955566,4400,-2228.125,-290.625
L44002,0,4.45718765258789,1,90,0.263021677732468,0,0,0,0,0,0,5.05408239364624,5.09779262542725,5.05329179763794,5.02445268630981,4.92101669311523,5.104163646698,5.0186448097229,5.13572025299072,4.8641791343689,4.79205083847046,4.25400924682617,4.52384185791016,4.65302705764771,4.7799243927002,4.65324020385742,3.50635886192322,4.22020387649536,3.42274141311646,4.68395757675171,4.43455171585083,0,18,0,4.17200178623199,0,0,0,2023.41095890411,11.8319444444444,2.20000004768372,9.02514743804932,7.96530151367188,7.01846075057983,6.44160652160645,5.78943109512329,5.60897064208984,5.17386054992676,4.9861364364624,4.42198085784912,4.13107824325562,3.4585440158844,3.50685429573059,3.44668650627136,3.39001750946045,3.16546940803528,2.27685642242432,2.63762736320496,2.06189250946045,2.72323107719421,2.49132132530212,4.48602372407913,3.11131083497908,16.5,W:\P\E710,0,0.232897356152534,1,1,1,4400,-1900,,4400,-1862.5,,1441.84363505078,12212.611328125,1.69547808170319,12.8446283340454,-47.4130821228027,6,-2209.375,4400,-2518.75,-2500,,4400,-2700,,41.6617774963379,2000,,0,0,46.5813484191895,4400,-2209.375,-309.375
L44002,0,3.63113188743591,1,85,0.256226807832718,0,0,0,0,0,0,4.1280345916748,4.11908769607544,4.154456615448,4.1928505897522,3.98107862472534,4.02386617660522,4.12779951095581,3.99221968650818,3.64888644218445,4.18673419952393,3.50688123703003,3.56580185890198,3.92434692382813,3.77647137641907,4.14747285842896,2.52033734321594,1.73432600498199,2.66673254966736,3.62853193283081,3.27100038528442,0,17,0,3.32068685531616,0,0,0,2023.41095890411,11.8319444444444,2.20000004768372,7.37149047851563,6.43607473373413,5.77007818222046,5.37544965744019,4.68362188339233,4.42183065414429,4.25546312332153,3.87594151496887,3.3171694278717,3.60925388336182,2.85112285614014,2.7641875743866,2.90692353248596,2.67834854125977,2.8214099407196,1.63658273220062,1.08395373821259,1.60646545886993,2.10961151123047,1.8376407623291,3.57063100934029,2.29933205942391,17.5,W:\P\E710,0,0.250310719013214,1,1,1,4400,-1862.5,,4400,-1825,,1552.89924076251,13928.802734375,1.59520375728607,12.8446283340454,5.19686985015869,6,-2190.625,4400,-2518.75,-2500,,4400,-2700,,41.6617774963379,2000,,0,0,44.7385520935059,4400,-2190.625,-328.125
L44002,1,-2.3284330368042,0,30,0.383653581142426,0,0,0,1,0,0,1.03555130958557,-0.432444155216217,1.61112844944,1.48624932765961,-0.2020643055439,-0.390841662883759,-1.93554174900055,-3.73019003868103,-3.11853504180908,0.933155357837677,1.21391022205353,-3.04791617393494,-2.37904834747314,-2.37610006332397,5.89142894744873,-0.37266594171524,-11.00306224823,-2.03925824165344,-2.80004549026489,-2.33308672904968,0,8,0,-0.702132368087769,0,0,0,2023.41095890411,11.8322222222222,2.20000004768372,1.84919881820679,-0.675693988800049,2.23767828941345,1.9054479598999,-0.237722709774971,-0.429496318101883,-1.99540376663208,-3.62154388427734,-2.83503174781799,0.804444313049316,0.986918866634369,-2.36272573471069,-1.76225793361664,-1.68517744541168,4.0077748298645,-0.241990879178047,-6.87691354751587,-1.2284688949585,-1.62793338298798,-1.31072294712067,-0.754981005191803,-2.16410160516983,18.5,W:\P\E710,0,1.3596898317337,1,1,1,4400,-1825,,4400,-1787.5,,348.865784946615,3303.29443359375,0.46028944849968,12.8446283340454,20.6780643463135,6,-2171.875,4400,-2518.75,-2500,,4400,-2700,,41.6617774963379,2000,,0,0,9.01832580566406,4400,-2171.875,-346.875
L44002,0,-2.85075759887695,1,50,0.493018746376038,0,0,0,0,0,0,-2.18993735313416,-2.90513277053833,-0.508172452449799,-2.91313219070435,-2.75959730148315,-3.94198060035706,-2.39363789558411,-2.86149287223816,-3.48722386360168,0.153411597013474,-0.908417403697968,-1.66767263412476,-0.8875932097435,-2.71291279792786,1.04634988307953,7.48213958740234,-3.87710762023926,6.31414413452148,-3.20560789108276,-3.53620457649231,0,12,0,-1.40732315897942,0,0,0,2023.41095890411,11.8322222222222,2.20000004768372,-3.91060256958008,-4.53926992416382,-0.705795049667358,-3.73478507995605,-3.24658489227295,-4.33184671401978,-2.46766781806946,-2.77814841270447,-3.17020344734192,0.132251381874084,-0.73855072259903,-1.29276955127716,-0.657476425170898,-1.92405164241791,0.711802661418915,4.85853242874146,-2.42319226264954,3.80370140075684,-1.86372554302216,-1.98663175106049,-1.51325069665909,-6.07538838499028,19.5,W:\P\E710,0,1.45147848129272,1,1,1,4400,-1787.5,,4400,-1750,,249.078840852001,2482.56030273438,0.240260139107704,12.8446283340454,14.5476503372192,6,-2153.125,4400,-2518.75,-2500,,4400,-2700,,41.6617774963379,2000,,0,0,5.80952072143555,4400,-2153.125,-365.625
L44002,1,-0.142923027276993,0,25,0.279305219650269,0,0,0,1,0,0,-0.0000548299140064046,-0.418809831142426,0.245289415121078,1.26491737365723,-0.0152138769626617,-2.05081748962402,-2.44426655769348,-4.78356409072876,-4.13087940216064,-0.623809099197388,-0.393439412117004,-4.97899198532104,-2.64848613739014,-3.06412506103516,1.98764944076538,-4.34130764007568,-15.1939840316772,0.1302729845047,-2.91166687011719,-2.85012030601501,0,7,0,-1.62350477099419,0,0,0,2023.41095890411,11.8322222222222,2.20000004768372,-0.0000979105607257225,-0.654390394687653,0.340679734945297,1.62168896198273,-0.0178986787796021,-2.25364542007446,-2.51986241340637,-4.64423704147339,-3.75534462928772,-0.537766456604004,-0.319869428873062,-3.85968399047852,-1.96184146404266,-2.17313838005066,1.35214245319366,-2.81903100013733,-9.49623966217041,0.0784777030348778,-1.69282960891724,-1.60119116306305,-1.74570393947251,-4.69016272330633,20.5,W:\P\E710,0,1.49980747699738,1,1,1,4400,-1750,,4400,-1712.5,,372.205410016538,3895.07348632813,0.747527182102203,12.8446283340454,-54.9587097167969,6,-2134.375,4400,-2518.75,-2500,,4400,-2700,,41.6617774963379,2000,,0,0,7.87213706970215,4400,-2134.375,-384.375
L44002,0,0.819304883480072,1,100,0.0703038200736046,0,0,0,0,0,0,1.02443516254425,1.00633311271667,0.996093094348907,0.960504174232483,0.952610909938812,0.926068067550659,0.916532874107361,0.900104939937592,0.896339356899261,0.871516466140747,0.862654626369476,0.846471130847931,0.839128613471985,0.829984128475189,0.819129228591919,0.82488751411438,0.802849888801575,0.799907863140106,0.773655414581299,0.770253837108612,0,20,0,0.793602513670921,0,0,0,2023.41095890411,11.9347222222222,3.59999990463257,1.82934856414795,1.57239544391632,1.38346254825592,1.2314156293869,1.12071871757507,1.01765716075897,0.944879233837128,0.873888313770294,0.814853966236115,0.751307308673859,0.701345205307007,0.656179189682007,0.621576726436615,0.588641226291656,0.557230770587921,0.535641252994537,0.501781165599823,0.481872200965881,0.449799656867981,0.432726889848709,0.853336058557034,4.10929134020564,1.5,W:\P\E710,0,0.00475291069597006,1,1,1,4400,-2425,,4400,-2387.5,,207.660150597726,166.127395629883,0.496474504470825,12.8446283340454,-4.05781507492065,6,-2453.125,4400,-2481.25,-2462.5,,4400,-2700,,44.1055717468262,2000,,0,0,846.079895019531,4400,-2453.125,-28.125
